code,title,definition,code_range,class_kind,inclusions,exclusions
1967782703,Moderate bodily distress disorder,"All definitional requirements of bodily distress disorder are present. There is persistent preoccupation with the distressing symptoms and their consequences (e.g., the individual spends more than an hour a day thinking about them), typically associated with frequent medical visits. The person devotes much of his or her energy to focusing on the symptoms and their consequences. The symptoms and associated distress and preoccupation cause moderate impairment in personal, family, social, educational, occupational, or other important areas of functioning (e.g., relationship conflict, performance problems at work, abandonment of a range of social and leisure activities).",,category,,
1608456538,"Dissociative neurological symptom disorder, with other sensory disturbance","Dissociative neurological symptom disorder, with other sensory disturbance is characterised by sensory symptoms not identified in other specific categories in this grouping such as numbness, tightness, tingling, burning, pain, or other symptoms related to touch, smell, taste, balance, proprioception, kinesthesia, or thermoception. The symptoms are not consistent with a recognised disease of the nervous system, other mental, behavioural or neurodevelopmental disorder, or other medical condition and do not occur exclusively during another dissociative disorder.",,category,,
211765524,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone","A pattern of use of stimulants including amphetamines, methamphetamine and methcathinone but excluding caffeine, cocaine and synthetic cathinones that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of stimulant use is evident over a period of at least 12 months if substance use is episodic or at least one month if use is continuous. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to stimulant intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of stimulants including amphetamines, methamphetamine and methcathinone applies.",,category,,"Harmful pattern of use of caffeine|Harmful pattern of use of cocaine|Harmful pattern of use of synthetic cathinones|Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone|Stimulant dependence including amphetamines, methamphetamine or methcathinone"
1387132352,Cannabis intoxication,"Cannabis intoxication is a clinically significant transient condition that develops during or shortly after the consumption of cannabis that is characterised by disturbances in consciousness, cognition, perception, affect, behaviour, or coordination. These disturbances are caused by the known pharmacological effects of cannabis and their intensity is closely related to the amount of cannabis consumed. They are time-limited and abate as cannabis is cleared from the body. Presenting features may include inappropriate euphoria, impaired attention, impaired judgment, perceptual alterations (such as the sensation of floating, altered perception of time), changes in sociability, increased appetite, anxiety, intensification of ordinary experiences, impaired short-term memory, and sluggishness. Physical signs include conjunctival injection (red or bloodshot eyes) and tachycardia.",,category,"""Bad trips"" due to cannabinoids",cannabinoid poisoning|Possession trance disorder
475820054,"Episode of harmful use of sedatives, hypnotics or anxiolytics","An episode of use of a sedative, hypnotic or anxiolytic that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to sedative, hypnotic or anxiolytic intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of sedative, hypnotic or anxiolytic use.",,category,,"Sedative, hypnotic or anxiolytic dependence|Harmful pattern of use of sedatives, hypnotics or anxiolytics"
1456478153,Bipolar type I disorder,"Bipolar type I disorder is an episodic mood disorder defined by the occurrence of one or more manic or mixed episodes. A manic episode is an extreme mood state lasting at least one week unless shortened by a treatment intervention characterised by euphoria, irritability, or expansiveness, and by increased activity or a subjective experience of increased energy, accompanied by other characteristic symptoms such as rapid or pressured speech, flight of ideas, increased self-esteem or grandiosity, decreased need for sleep, distractibility, impulsive or reckless behaviour, and rapid changes among different mood states (i.e., mood lability). A mixed episode is characterised by the presence of several prominent manic and several prominent depressive symptoms consistent with those observed in manic episodes and depressive episodes, which either occur simultaneously or alternate very rapidly (from day to day or within the same day). Symptoms must include an altered mood state consistent with a manic and/or depressive episode (i.e., depressed, dysphoric, euphoric or expansive mood), and be present most of the day, nearly every day, during a period of at least 2 weeks, unless shortened by a treatment intervention. Although the diagnosis can be made based on evidence of a single manic or mixed episode, typically manic or mixed episodes alternate with depressive episodes over the course of the disorder.",,category,,Cyclothymia|Bipolar type II disorder
1328927370,"Multiple specified psychoactive substances withdrawal, with perceptual disturbances and seizures",,,category,,
325981339,MDMA or related drug-induced anxiety disorder,"MDMA or related drug-induced anxiety disorder, including MDA is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with MDMA or related drugs. The intensity or duration of the symptoms is substantially in excess of anxiety symptoms that are characteristic of MDMA or related drug intoxication, including MDA. The amount and duration of MDMA or related drug use must be capable of producing anxiety symptoms. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and fear-related disorder, a Depressive disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the MDMA or related drug use, if the symptoms persist for a substantial period of time after cessation of the MDMA or related drug use, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with MDMA or related drug use).",,category,,
2141068069,"Sedative, hypnotic or anxiolytic dependence, early full remission","After a diagnosis of Sedative, hypnotic or anxiolytic dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from sedatives, hypnotics or anxiolytics during a period lasting between 1 and 12 months.",,category,,"Episode of harmful use of sedatives, hypnotics or anxiolytics|Harmful pattern of use of sedatives, hypnotics or anxiolytics"
790764418,Factitious disorder imposed on self,"Factitious disorder imposed on self is characterised by feigning, falsifying, or inducing medical, psychological, or behavioural signs and symptoms or injury associated with identified deception. If a pre-existing disorder or disease is present, the individual intentionally aggravates existing symptoms or falsifies or induces additional symptoms. The individual seeks treatment or otherwise presents himself or herself as ill, injured, or impaired based on the feigned, falsified, or self-induced signs, symptoms, or injuries. The deceptive behaviour is not solely motivated by obvious external rewards or incentives (e.g., obtaining disability payments or evading criminal prosecution). This is in contrast to Malingering, in which obvious external rewards or incentives motivate the behaviour",,category,Münchhausen syndrome,Excoriation disorder|Malingering
775605963,Factitious disorder imposed on another,"Factitious disorder imposed on another is characterised by feigning, falsifying, or inducing medical, psychological, or behavioural signs and symptoms or injury in another person, most commonly a child dependent, associated with identified deception. If a pre-existing disorder or disease is present in the other person, the individual intentionally aggravates existing symptoms or falsifies or induces additional symptoms. The individual seeks treatment for the other person or otherwise presents him or her as ill, injured, or impaired based on the feigned, falsified, or induced signs, symptoms, or injuries. The deceptive behaviour is not solely motivated by obvious external rewards or incentives (e.g., obtaining disability payments or avoiding criminal prosecution for child or elder abuse).",,category,,Malingering
390325614,"Disorders due to use of sedatives, hypnotics or anxiolytics","Disorders due to use of sedatives, hypnotics or anxiolytics are characterised by the pattern and consequences of use of these substances. Sedatives, hypnotics, and anxiolytics are typically prescribed for the short-term treatment of anxiety or insomnia and are also employed to provide sedation for medical procedures. They include the benzodiazepines and the non-benzodiazepine positive allosteric modulators of GABA receptors (i.e., ‘Z-drugs’) as well as many other compounds. Sedatives, hypnotics, and anxiolytics include barbiturates, which are available much less commonly now than in previous decades. Sedatives, hypnotics, and anxiolytics have dependence-inducing properties that are related to the dose and duration of their use. They may cause intoxication, dependence and withdrawal. Several other mental disorders induced by sedatives, hypnotics, or anxiolytics are recognized.",,category,,"Hazardous use of sedatives, hypnotics or anxiolytics"
1866047295,Dissociative drug-induced mood disorder including Ketamine or PCP,"Dissociative drug-induced mood disorder including Ketamine or PCP is characterised by mood symptoms (e.g., depressed or elevated mood, decreased engagement in pleasurable activities, increased or decreased energy levels) that develop during or soon after intoxication with dissociative drugs. The intensity or duration of the symptoms is substantially in excess of mood disturbances that are characteristic of Dissociative drug intoxication. The amount and duration of Dissociative drug use must be capable of producing mood symptoms. The symptoms are not better explained by a primary mental disorder (e.g., a Depressive disorder, a Bipolar disorder, Schizoaffective disorder), as might be the case if the mood symptoms preceded the onset of the dissociative drug use, if the symptoms persist for a substantial period of time after cessation of the dissociative drug use, or if there is other evidence of a pre-existing primary mental disorder with mood symptoms (e.g., a history of prior episodes not associated with dissociative drug use).",,category,,
2139612744,"Recurrent depressive disorder, current episode severe, without psychotic symptoms","Recurrent depressive disorder, current episode severe, without psychotic symptoms is diagnosed when the definitional requirements for Recurrent depressive disorder are met and the current episode is severe and there are no delusions or hallucinations during the episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. In a severe depressive episode, many or most symptoms of a Depressive Episode are present to a marked degree, or a smaller number of symptoms are present and manifest to an intense degree. The individual has serious difficulty continuing to function in most domains (personal, family, social, educational, occupational, or other important domains).",,category,"Endogenous depression without psychotic symptoms|Major depression, recurrent without psychotic symptoms|Manic-depressive psychosis, depressed type without psychotic symptoms|Vital depression, recurrent without psychotic symptoms",
868851323,Dementia due to pellagra,"Dementia due to pellagra is caused by persistent lack of vitamin B3 (niacin) or tryptophan either in the diet or due to poor absorption in the gastrointestinal tract due to disease (e.g., Crohn disease) or due to the effects of some medications (e.g., isoniazid). Core signs of pellagra include dermatological changes (sensitivity to sunlight, lesions, alopecia, and oedema) and diarrhoea. With prolonged nutritional deficiency cognitive symptoms that include aggressivity, motor disturbances (ataxia and restlessness), confusion, and weakness are observed. Treatment with nutritional supplementation (e.g., niacin) typically results in reversal of symptoms.",,category,,
777415827,"Schizophrenia, multiple episodes, currently symptomatic","All definitional requirements for Schizophrenia, multiple episodes in terms of symptoms and duration are currently met, or have been met within the past one month.",,category,,
2124501487,"Schizoaffective disorder, continuous, currently symptomatic","All definitional requirements for Schizoaffective disorder, continuous in terms of symptoms and duration are currently met, or have been met within the past one month.",,category,,
386330688,Amnestic disorder,"Amnestic disorder is characterised by prominent memory impairment relative to expectations for age and general premorbid level of cognitive functioning, which represents a decline from the individual’s previous level of functioning, in the absence of other significant cognitive impairment. It is manifested by a deficit in acquiring, learning, and/or retaining new information, and may include the inability to recall previously learned information, without disturbance of consciousness, altered mental status, or delirium. Recent memory is typically more disturbed than remote memory, and the ability to immediately recall a limited amount of information is usually relatively preserved. The memory impairment is severe enough to result in significant impairment in personal, family, social, educational, occupational, or other important areas of functioning. It is presumed to be attributable to an underlying acquired disease of the nervous system, a trauma, an infection or other disease process affecting the brain, to use of specific substances or medications, nutritional deficiency or exposure to toxins, or the etiology may be undetermined. The impairment is not due to current substance intoxication or withdrawal.",,category,,Delirium|Dementia|Mild neurocognitive disorder
387934990,Disinhibition in personality disorder or personality difficulty,"The core feature of the Disinhibition trait domain is the tendency to act rashly based on immediate external or internal stimuli (i.e., sensations, emotions, thoughts), without consideration of potential negative consequences. Common manifestations of Disinhibition, not all of which may be present in a given individual at a given time, include: impulsivity; distractibility; irresponsibility; recklessness; and lack of planning.",,category,,
1249849058,"Harmful pattern of use of nicotine, continuous",A pattern of continuous (daily or almost daily) nicotine use that has caused damage to a person’s physical or mental health. The pattern of continuous nicotine use is evident over a period of at least one month. Harm to health of the individual occurs due to one or more of the following: (1) direct or secondary toxic effects on body organs and systems; or (2) a harmful route of administration.,,category,,Episode of harmful use of nicotine|Nicotine dependence
1198710764,Anxiety disorder induced by multiple specified psychoactive substances,"Anxiety disorder induced by multiple specified psychoactive substances is characterised by anxiety symptoms (e.g., apprehension or worry, fear, physiological symptoms of excessive autonomic arousal, avoidance behaviour) that develop during or soon after intoxication with or withdrawal from multiple specified psychoactive substances. The intensity or duration of the symptoms is substantially in excess of anxiety symptoms that are characteristic of intoxication with or withdrawal from multiple specified psychoactive substances. The amount and duration of use of the multiple specified psychoactive substances must be capable of producing anxiety symptoms. The symptoms are not better explained by a primary mental disorder (e.g., an Anxiety and fear-related disorder, a Depressive disorder with prominent anxiety symptoms), as might be the case if the anxiety symptoms preceded the onset of the use of the multiple specified psychoactive substances, if the symptoms persist for a substantial period of time after cessation of the use of the multiple specified psychoactive substances or withdrawal from the multiple specified psychoactive substances, or if there is other evidence of a pre-existing primary mental disorder with anxiety symptoms (e.g., a history of prior episodes not associated with the use of the multiple specified psychoactive substances).",,category,,
1024740497,"Single episode depressive disorder, currently in full remission","Single episode depressive disorder, currently in full remission is diagnosed when the full definitional requirements for one depressive episode have been met in the past and there are no longer any significant mood symptoms. There is no history of depressive episodes preceding the episode under consideration.",,category,,
523677473,Psychological or behavioural factors affecting disorders or diseases classified elsewhere,"Psychological and behavioural factors affecting disorders or diseases classified elsewhere are those that may adversely affect the manifestation, treatment, or course of a condition classified in another chapter of the ICD. These factors may adversely affect the manifestation, treatment, or course of the disorder or disease classified in another chapter by: interfering with the treatment of the disorder or disease by affecting treatment adherence or care seeking; constituting an additional health risk; or influencing the underlying pathophysiology to precipitate or exacerbate symptoms or otherwise necessitate medical attention. This diagnosis should be assigned only when the factors increase the risk of suffering, disability, or death and represent a focus of clinical attention, and should be assigned together with the diagnosis for the relevant other condition.",,category,Psychological factors affecting physical conditions,"Mental or behavioural disorders associated with pregnancy, childbirth or the puerperium"
38433871,Anorexia Nervosa in recovery with normal body weight,"Among individuals who are recovering from Anorexia Nervosa and whose body weight is more than 18.5 kg/m2 for adults or over the fifth percentile for BMI-for-age for children and adolescents, the diagnosis should be retained until a full and lasting recovery is achieved, as indicated by the maintenance of a healthy weight and the cessation of behaviours aimed at reducing body weight independent of the provision of treatment (e.g., for at least 1 year after intensive treatment is withdrawn).",,category,,
1622774364,"Multiple specified psychoactive substances dependence, sustained full remission",,,category,,Episode of harmful use of multiple specified psychoactive substances|Harmful pattern of use of multiple specified psychoactive substances
844301129,Alcohol withdrawal with perceptual disturbances,"All diagnostic requirements for Alcohol withdrawal are met and the withdrawal state is accompanied by perceptual disturbances (e.g., visual or tactile hallucinations or illusions) with intact reality testing. There is no evidence of confusion and other diagnostic requirements for Delirium are not met. The withdrawal state is not accompanied by seizures.",,category,,
1016273204,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone","Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone are characterised by the pattern and consequences of use of these substances. There is a wide array of naturally occurring and synthetically produced psychostimulants other than cocaine. The most numerous of this group are the amphetamine-type substances, including methamphetamine. Prescribed stimulants including dexamphetamine are indicated for a limited number of conditions such as for Attention Deficit Hyperactivity Disorder. Methcathinone, known in many countries as ephedrone, is a synthetic potent stimulant that is a structural analogue of methamphetamine and is related to cathinone. All these drugs have primarily psychostimulant properties and are also vasoconstrictors to a varying degree. They induce euphoria and hyperactivity as may be seen in Stimulant Intoxication. They have potent dependence-producing properties, which may lead to the diagnosis of Stimulant Dependence and Stimulant Withdrawal following the cessation of use. Several Stimulant-Induced Mental Disorders are described.",,category,,Disorders due to use of synthetic cathinones|Disorders due to use of caffeine|Disorders due to use of cocaine|Hazardous use of stimulants including amphetamines or methamphetamine
386634703,"Delusional disorder, currently symptomatic","All definitional requirements for Delusional disorder in terms of symptoms and duration are currently met, or have been met within the past one month.",,category,,
306103450,Anorexia Nervosa with significantly low body weight,"Anorexia Nervosa with significantly low body weight meets all definitional requirements for Anorexia Nervosa, with BMI between 18.5 kg/m2 and 14.0 kg/m² for adults or between the fifth percentile and the 0.3 percentile for BMI-for-age in children and adolescents.",,category,,
919081088,Detachment in personality disorder or personality difficulty,"The core feature of the Detachment trait domain is the tendency to maintain interpersonal distance (social detachment) and emotional distance (emotional detachment). Common manifestations of Detachment, not all of which may be present in a given individual at a given time, include: social detachment (avoidance of social interactions, lack of friendships, and avoidance of intimacy); and emotional detachment (reserve, aloofness, and limited emotional expression and experience).",,category,,
948425503,"Bipolar type II disorder, currently in full remission","Bipolar type II disorder, currently in full remission, is diagnosed when the definitional requirements for Bipolar type II disorder have been met but there are no longer any significant mood symptoms.",,category,,
1110405006,"Recurrent depressive disorder, currently in partial remission","Recurrent depressive disorder, currently in partial remission, is diagnosed when the definitional requirements for Recurrent depressive disorder have been met; the full definitional requirements for a depressive episode are no longer met but some significant mood symptoms remain.",,category,,
841168541,"Delusional disorder, in partial remission","All definitional requirements for Delusional disorder in terms of symptoms and duration were previously met. Symptoms have ameliorated such that the diagnostic requirements for the disorder have not been met for at least one month, but some clinically significant symptoms remain, which may or may not be associated with functional impairment. The partial remission may have occurred in response to medication or other treatment.",,category,,
1662953838,"Harmful pattern of use of MDMA or related drugs, including MDA","A pattern of use of MDMA or related drugs, including MDA, that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of use of MDMA or related drugs is evident over a period of at least 12 months if use is episodic or at least one month if use is continuous (i.e., daily or almost daily). Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to MDMA or related drug intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of MDMA or related drugs, including MDA applies.",,category,,"MDMA or related drug dependence, including MDA|Episode of harmful use of MDMA or related drugs, including MDA"
167946871,Selective mutism,"Selective mutism is characterised by consistent selectivity in speaking, such that a child demonstrates adequate language competence in specific social situations, typically at home, but consistently fails to speak in others, typically at school. The disturbance lasts for at least one month, is not limited to the first month of school, and is of sufficient severity to interfere with educational achievement or with social communication. Failure to speak is not due to a lack of knowledge of, or comfort with, the spoken language required in the social situation (e.g. a different language spoken at school than at home).",,category,,Schizophrenia|transient mutism as part of separation anxiety in young children|Autism spectrum disorder
268445189,Disorders due to use of nicotine,"Disorders due to use of nicotine are characterised by the pattern and consequences of nicotine use. Nicotine is the active dependence-producing constituent of the tobacco plant, Nicotiana tabacum. Nicotine is used overwhelmingly through smoking cigarettes. Increasingly, it is also used in electronic cigarettes that vaporize nicotine dissolved in a carrier solvent for inhalation (i.e., “vaping”). Pipe smoking, chewing tobacco and inhaling snuff are minor forms of use. Nicotine is a highly potent addictive compound and is the third most common psychoactive substance used worldwide after caffeine and alcohol. Nicotine Dependence and Nicotine Withdrawal are well described and Nicotine-Induced Mental Disorders are recognized.",,category,,
441538,Nicotine withdrawal,"Nicotine withdrawal is a clinically significant cluster of symptoms, behaviours and/or physiological features, varying in degree of severity and duration, that occurs upon cessation or reduction of use of nicotine (typically used as a constituent of tobacco) in individuals who have developed Nicotine dependence or have used nicotine for a prolonged period or in large amounts. Presenting features of Nicotine withdrawal may include dysphoric or depressed mood, insomnia, irritability, anger, anxiety, difficulty concentrating, restlessness, bradycardia, increased appetite, and craving for tobacco (or other nicotine-containing products). Other physical symptoms may include increased cough and mouth ulceration.",,category,,
2055403635,Paraphilic disorder involving solitary behaviour or consenting individuals,"Paraphilic disorder involving solitary behaviour or consenting individuals is characterised by a persistent and intense pattern of atypical sexual arousal — manifested by sexual thoughts, fantasies, urges, or behaviours — that involves consenting adults or solitary behaviours. One of the following two elements must be present: 1) the person is markedly distressed by the nature of the arousal pattern and the distress is not simply a consequence of rejection or feared rejection of the arousal pattern by others; or 2) the nature of the paraphilic behaviour involves significant risk of injury or death either to the individual or to the partner (e.g., asphyxophilia).",,category,,
1836362492,"Alcohol dependence, early full remission","After a diagnosis of alcohol dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from alcohol during a period lasting between 1 and 12 months.",,category,,Episode of harmful use of alcohol|Harmful pattern of use of alcohol
651438062,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, current use","Stimulant dependence including amphetamines, methamphetamine and methcathinone but excluding caffeine, cocaine and synthetic cathinones refers to amphetamine or other stimulant use within the past month.",,category,,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone|Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone"
1488115862,"Withdrawal due to unknown or unspecified psychoactive, with perceptual disturbances and seizures",The development of a withdrawal syndrome accompanied by both perceptual disturbances and seizures following cessation or reduction of use of the unknown or unspecified substance.,,category,,
2109222603,"Multiple specified psychoactive substances dependence, current use",,,category,,Episode of harmful use of multiple specified psychoactive substances|Harmful pattern of use of multiple specified psychoactive substances
861459960,"Volatile inhalant dependence, early full remission","After a diagnosis of volatile inhalant dependence, and often following a treatment episode or other intervention (including self-help intervention), the individual has been abstinent from volatile inhalants during a period lasting between1 and 12 months.",,category,,Episode of harmful use of volatile inhalants|Harmful pattern of use of volatile inhalants
1414319298,Disorders due to use of unknown or unspecified psychoactive substances,"Disorders due to use of unknown or unspecified psychoactive substances are characterised by the pattern and consequences of psychoactive substance use when the specific substance is unknown or unspecified. These categories may be used in clinical situations in which it is clear that the disturbance is due to substance use but the specific class of substance is unknown. Once the relevant substance is identified, the disturbance should be recoded under the appropriate substance class.",,category,,
213458094,Neurocognitive disorders,"Neurocognitive disorders are characterised by primary clinical deficits in cognitive functioning that are acquired rather than developmental. That is, neurocognitive disorders do not include disorders characterised by deficits in cognitive function that are present from birth or that typically arise during the developmental period, which are classified in the grouping neurodevelopmental disorders. Rather, neurocognitive disorders represent a decline from a previously attained level of functioning. Although cognitive deficits are present in many mental disorders (e.g., schizophrenia, bipolar disorders), only disorders whose core features are cognitive are included in the neurocognitive disorders grouping. In cases where the underlying pathology and aetiology for neurocognitive disorders can be determined, the identified etiology should be classified separately.",6D70-6E0Z,block,,Neurodevelopmental disorders
71229925,"Dissociative neurological symptom disorder, with cognitive symptoms","Dissociative neurological symptom disorder, with cognitive symptoms is characterised by impaired cognitive performance in memory, language or other cognitive domains that is internally inconsistent and not consistent with a recognised disease of the nervous system, a neurodevelopmental or neurocognitive disorder, other mental, behavioural or neurodevelopmental disorder, or another medical condition and does not occur exclusively during another dissociative disorder.",,category,,Dissociative amnesia
1648213213,Caffeine intoxication,"Caffeine intoxication is a clinically significant transient condition that develops during or shortly after the consumption of caffeine that is characterised by disturbances in consciousness, cognition, perception, affect, behaviour, or coordination. These disturbances are caused by the known pharmacological effects of caffeine and their intensity is closely related to the amount of caffeine consumed. They are time-limited and abate as caffeine is cleared from the body. Presenting features may include restlessness, anxiety, excitement, insomnia, flushed face, tachycardia, diuresis, gastrointestinal disturbances, muscle twitching, psychomotor agitation, perspiration or chills, and nausea or vomiting. Cardiac arrhythmias may occur. Disturbances typical of intoxication tend to occur at relatively higher doses (e.g., > 1 g per day). Very high doses of caffeine (e.g., > 5 g) can result in respiratory distress or seizures and can be fatal.",,category,,
818054919,"Bipolar type I disorder, current episode depressive, moderate with psychotic symptoms","Bipolar type I disorder, current episode depressive, moderate, with psychotic symptoms diagnosed when the definitional requirements for Bipolar type I disorder have been met and the current episode is depressive at a moderate level of severity and there are delusions or hallucinations during the episode. A depressive episode is characterised by a period of depressed mood or diminished interest in activities occurring most of the day, nearly every day during a period lasting at least two weeks accompanied by other symptoms such as difficulty concentrating, feelings of worthlessness or excessive or inappropriate guilt, hopelessness, recurrent thoughts of death or suicide, changes in appetite or sleep, psychomotor agitation or retardation, and reduced energy or fatigue. In a moderate depressive episode, several symptoms of a depressive episode are present to a marked degree, or a large number of depressive symptoms of lesser severity are present overall. The individual typically has considerable difficulty functioning in multiple domains (personal, family, social, educational, occupational, or other important domains).",,category,,
1772665991,"Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone","An episode of use of a stimulant including amphetamines, methamphetamine and methcathinone that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour due to stimulant intoxication on the part of the person to whom the diagnosis of single episode of harmful use applies. This diagnosis should not be made if the harm is attributed to a known pattern of stimulant including amphetamines, methamphetamine and methcathinone use.",,category,,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone|Stimulant dependence including amphetamines, methamphetamine or methcathinone"
719572464,Conduct-dissocial disorder,"Conduct-dissocial disorder is characterised by a repetitive and persistent pattern of behaviour in which the basic rights of others or major age-appropriate societal norms, rules, or laws are violated such as aggression towards people or animals; destruction of property; deceitfulness or theft; and serious violations of rules. The behaviour pattern is of sufficient severity to result in significant impairment in personal, family, social, educational, occupational or other important areas of functioning. To be diagnosed, the behaviour pattern must be enduring over a significant period of time (e.g., 12 months or more). Isolated dissocial or criminal acts are thus not in themselves grounds for the diagnosis.",,category,,
676082180,"Harmful pattern of use of opioids, episodic","A pattern of episodic or intermittent use of opioids that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of episodic opioid use is evident over a period of at least 12 months. Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to opioid intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of opioids applies.",,category,,Episode of harmful use of opioids|Opioid dependence
613065957,Bipolar or related disorders,"Bipolar and related disorders are episodic mood disorders defined by the occurrence of Manic, Mixed or Hypomanic episodes or symptoms. These episodes typically alternate over the course of these disorders with Depressive episodes or periods of depressive symptoms.",6A60-6A6Z,block,,
1259373199,Synthetic cathinone-induced impulse control disorder,"Synthetic cathinone-induced impulse control disorder is characterised by persistently repeated behaviours in which there is recurrent failure to resist an impulse, drive, or urge to perform an act that is rewarding to the person, at least in the short-term, despite longer-term harm either to the individual or to others (e.g., fire setting or stealing without apparent motive, repetitive sexual behaviour, aggressive outbursts) that develop during or soon after intoxication with or withdrawal from synthetic cathinones. The intensity or duration of the symptoms is substantially in excess of disturbances of impulse control that are characteristic of Synthetic cathinone intoxication or Synthetic cathinone withdrawal. The amount and duration of synthetic cathinone use must be capable of producing disturbances of impulse control. The symptoms are not better explained by a primary mental disorder (e.g., an Impulse control disorder, a Disorder due to addictive behaviours), as might be the case if the impulse control disturbances preceded the onset of the synthetic cathinone use, if the symptoms persist for a substantial period of time after cessation of the synthetic cathinone use or withdrawal, or if there is other evidence of a pre-existing primary mental disorder with impulse control symptoms (e.g., a history of prior episodes not associated with synthetic cathinone use).",,category,,
2026388610,"Unknown or unspecified psychoactive substance dependence, current use","Current dependence on an unknown or unspecified psychoactive substance, with use of the substance within the past month.",,category,,Episode of harmful use of unknown or unspecified psychoactive substances|Harmful pattern of use of unknown or unspecified psychoactive substance
927162941,"Withdrawal due to unknown or unspecified psychoactive substance, with seizures","All diagnostic requirements for Withdrawal due to unknown or unspecified psychoactive substance are met and the withdrawal state is accompanied by seizures (i.e., generalised tonic-clonic seizures) but not by perceptual disturbances.",,category,,
1055626783,Harmful pattern of use of synthetic cannabinoids,"A pattern of use of synthetic cannabinoids that has caused damage to a person’s physical or mental health or has resulted in behaviour leading to harm to the health of others. The pattern of synthetic cannabinoid use is evident over a period of at least 12 months if substance use is episodic or at least one month if use is continuous (i.e., daily or almost daily). Harm to health of the individual occurs due to one or more of the following: (1) behaviour related to intoxication; (2) direct or secondary toxic effects on body organs and systems; or (3) a harmful route of administration. Harm to health of others includes any form of physical harm, including trauma, or mental disorder that is directly attributable to behaviour related to synthetic cannabinoid intoxication on the part of the person to whom the diagnosis of Harmful pattern of use of synthetic cannabinoids applies.",,category,,Episode of harmful use of synthetic cannabinoids|Synthetic cannabinoid dependence
148241182,Behavioural or psychological disturbances in dementia,"In addition to the cognitive disturbances characteristic of dementia, the current clinical picture includes clinically significant behavioural or psychological disturbances.",,category,,Secondary mental or behavioural syndromes associated with disorders or diseases classified elsewhere
